,type,number_turns,num_teeth1,tooth_depth1,hole_radius,num_teeth2,tooth_depth2,indent_radius,elev
347,3.0,-1.0,25.0,1.0,1.5,30.0,1.0,-1.0,60.0
348,3.0,-1.0,25.0,1.5,1.0,30.0,1.0,-1.0,40.0
349,3.0,-1.0,25.0,1.5,1.0,30.0,1.0,-1.0,50.0
350,3.0,-1.0,25.0,1.5,1.0,30.0,1.0,-1.0,60.0
351,3.0,-1.0,25.0,1.5,1.5,30.0,1.0,-1.0,40.0
352,3.0,-1.0,25.0,1.5,1.5,30.0,1.0,-1.0,50.0
353,3.0,-1.0,25.0,1.5,1.5,30.0,1.0,-1.0,60.0
354,3.0,-1.0,25.0,2.0,1.0,30.0,1.0,-1.0,40.0
355,3.0,-1.0,25.0,2.0,1.0,30.0,1.0,-1.0,50.0
356,3.0,-1.0,25.0,2.0,1.0,30.0,1.0,-1.0,60.0
357,3.0,-1.0,25.0,2.0,1.5,30.0,1.0,-1.0,40.0
358,3.0,-1.0,25.0,2.0,1.5,30.0,1.0,-1.0,50.0
359,3.0,-1.0,25.0,2.0,1.5,30.0,1.0,-1.0,60.0
360,3.0,-1.0,30.0,1.0,1.0,10.0,1.0,-1.0,40.0
361,3.0,-1.0,30.0,1.0,1.0,10.0,1.0,-1.0,50.0
362,3.0,-1.0,30.0,1.0,1.0,10.0,1.0,-1.0,60.0
363,3.0,-1.0,30.0,1.0,1.5,10.0,1.0,-1.0,40.0
364,3.0,-1.0,30.0,1.0,1.5,10.0,1.0,-1.0,50.0
365,3.0,-1.0,30.0,1.0,1.5,10.0,1.0,-1.0,60.0
366,3.0,-1.0,30.0,1.5,1.0,10.0,1.0,-1.0,40.0
367,3.0,-1.0,30.0,1.5,1.0,10.0,1.0,-1.0,50.0
368,3.0,-1.0,30.0,1.5,1.0,10.0,1.0,-1.0,60.0
369,3.0,-1.0,30.0,1.5,1.5,10.0,1.0,-1.0,40.0
370,3.0,-1.0,30.0,1.5,1.5,10.0,1.0,-1.0,50.0
371,3.0,-1.0,30.0,1.5,1.5,10.0,1.0,-1.0,60.0
372,3.0,-1.0,30.0,2.0,1.0,10.0,1.0,-1.0,40.0
373,3.0,-1.0,30.0,2.0,1.0,10.0,1.0,-1.0,50.0
374,3.0,-1.0,30.0,2.0,1.0,10.0,1.0,-1.0,60.0
375,3.0,-1.0,30.0,2.0,1.5,10.0,1.0,-1.0,40.0
376,3.0,-1.0,30.0,2.0,1.5,10.0,1.0,-1.0,50.0
377,3.0,-1.0,30.0,2.0,1.5,10.0,1.0,-1.0,60.0
378,3.0,-1.0,30.0,1.0,1.0,15.0,1.0,-1.0,40.0
379,3.0,-1.0,30.0,1.0,1.0,15.0,1.0,-1.0,50.0
380,3.0,-1.0,30.0,1.0,1.0,15.0,1.0,-1.0,60.0
381,3.0,-1.0,30.0,1.0,1.5,15.0,1.0,-1.0,40.0
382,3.0,-1.0,30.0,1.0,1.5,15.0,1.0,-1.0,50.0
383,3.0,-1.0,30.0,1.0,1.5,15.0,1.0,-1.0,60.0
384,3.0,-1.0,30.0,1.5,1.0,15.0,1.0,-1.0,40.0
385,3.0,-1.0,30.0,1.5,1.0,15.0,1.0,-1.0,50.0
386,3.0,-1.0,30.0,1.5,1.0,15.0,1.0,-1.0,60.0
387,3.0,-1.0,30.0,1.5,1.5,15.0,1.0,-1.0,40.0
388,3.0,-1.0,30.0,1.5,1.5,15.0,1.0,-1.0,50.0
389,3.0,-1.0,30.0,1.5,1.5,15.0,1.0,-1.0,60.0
390,3.0,-1.0,30.0,2.0,1.0,15.0,1.0,-1.0,40.0
391,3.0,-1.0,30.0,2.0,1.0,15.0,1.0,-1.0,50.0
392,3.0,-1.0,30.0,2.0,1.0,15.0,1.0,-1.0,60.0
393,3.0,-1.0,30.0,2.0,1.5,15.0,1.0,-1.0,40.0
394,3.0,-1.0,30.0,2.0,1.5,15.0,1.0,-1.0,50.0
395,3.0,-1.0,30.0,2.0,1.5,15.0,1.0,-1.0,60.0
396,3.0,-1.0,30.0,1.0,1.0,20.0,1.0,-1.0,40.0
397,3.0,-1.0,30.0,1.0,1.0,20.0,1.0,-1.0,50.0
398,3.0,-1.0,30.0,1.0,1.0,20.0,1.0,-1.0,60.0
399,3.0,-1.0,30.0,1.0,1.5,20.0,1.0,-1.0,40.0
400,3.0,-1.0,30.0,1.0,1.5,20.0,1.0,-1.0,50.0
401,3.0,-1.0,30.0,1.0,1.5,20.0,1.0,-1.0,60.0
402,3.0,-1.0,30.0,1.5,1.0,20.0,1.0,-1.0,40.0
403,3.0,-1.0,30.0,1.5,1.0,20.0,1.0,-1.0,50.0
404,3.0,-1.0,30.0,1.5,1.0,20.0,1.0,-1.0,60.0
405,3.0,-1.0,30.0,1.5,1.5,20.0,1.0,-1.0,40.0
406,3.0,-1.0,30.0,1.5,1.5,20.0,1.0,-1.0,50.0
407,3.0,-1.0,30.0,1.5,1.5,20.0,1.0,-1.0,60.0
408,3.0,-1.0,30.0,2.0,1.0,20.0,1.0,-1.0,40.0
409,3.0,-1.0,30.0,2.0,1.0,20.0,1.0,-1.0,50.0
410,3.0,-1.0,30.0,2.0,1.0,20.0,1.0,-1.0,60.0
411,3.0,-1.0,30.0,2.0,1.5,20.0,1.0,-1.0,40.0
412,3.0,-1.0,30.0,2.0,1.5,20.0,1.0,-1.0,50.0
413,3.0,-1.0,30.0,2.0,1.5,20.0,1.0,-1.0,60.0
414,3.0,-1.0,30.0,1.0,1.0,25.0,1.0,-1.0,40.0
415,3.0,-1.0,30.0,1.0,1.0,25.0,1.0,-1.0,50.0
416,3.0,-1.0,30.0,1.0,1.0,25.0,1.0,-1.0,60.0
417,3.0,-1.0,30.0,1.0,1.5,25.0,1.0,-1.0,40.0
418,3.0,-1.0,30.0,1.0,1.5,25.0,1.0,-1.0,50.0
419,3.0,-1.0,30.0,1.0,1.5,25.0,1.0,-1.0,60.0
420,3.0,-1.0,30.0,1.5,1.0,25.0,1.0,-1.0,40.0
421,3.0,-1.0,30.0,1.5,1.0,25.0,1.0,-1.0,50.0
422,3.0,-1.0,30.0,1.5,1.0,25.0,1.0,-1.0,60.0
423,3.0,-1.0,30.0,1.5,1.5,25.0,1.0,-1.0,40.0
424,3.0,-1.0,30.0,1.5,1.5,25.0,1.0,-1.0,50.0
425,3.0,-1.0,30.0,1.5,1.5,25.0,1.0,-1.0,60.0
426,3.0,-1.0,30.0,2.0,1.0,25.0,1.0,-1.0,40.0
427,3.0,-1.0,30.0,2.0,1.0,25.0,1.0,-1.0,50.0
428,3.0,-1.0,30.0,2.0,1.0,25.0,1.0,-1.0,60.0
429,3.0,-1.0,30.0,2.0,1.5,25.0,1.0,-1.0,40.0
430,3.0,-1.0,30.0,2.0,1.5,25.0,1.0,-1.0,50.0
431,3.0,-1.0,30.0,2.0,1.5,25.0,1.0,-1.0,60.0
432,3.0,-1.0,30.0,1.0,1.0,30.0,1.0,-1.0,40.0
433,3.0,-1.0,30.0,1.0,1.0,30.0,1.0,-1.0,50.0
434,3.0,-1.0,30.0,1.0,1.0,30.0,1.0,-1.0,60.0
435,3.0,-1.0,30.0,1.0,1.5,30.0,1.0,-1.0,40.0
436,3.0,-1.0,30.0,1.0,1.5,30.0,1.0,-1.0,50.0
437,3.0,-1.0,30.0,1.0,1.5,30.0,1.0,-1.0,60.0
438,3.0,-1.0,30.0,1.5,1.0,30.0,1.0,-1.0,40.0
439,3.0,-1.0,30.0,1.5,1.0,30.0,1.0,-1.0,50.0
440,3.0,-1.0,30.0,1.5,1.0,30.0,1.0,-1.0,60.0
441,3.0,-1.0,30.0,1.5,1.5,30.0,1.0,-1.0,40.0
442,3.0,-1.0,30.0,1.5,1.5,30.0,1.0,-1.0,50.0
443,3.0,-1.0,30.0,1.5,1.5,30.0,1.0,-1.0,60.0
444,3.0,-1.0,30.0,2.0,1.0,30.0,1.0,-1.0,40.0
445,3.0,-1.0,30.0,2.0,1.0,30.0,1.0,-1.0,50.0
446,3.0,-1.0,30.0,2.0,1.0,30.0,1.0,-1.0,60.0
447,3.0,-1.0,30.0,2.0,1.5,30.0,1.0,-1.0,40.0
448,3.0,-1.0,30.0,2.0,1.5,30.0,1.0,-1.0,50.0
449,3.0,-1.0,30.0,2.0,1.5,30.0,1.0,-1.0,60.0
450,3.0,-1.0,35.0,1.0,1.0,10.0,1.0,-1.0,40.0
451,3.0,-1.0,35.0,1.0,1.0,10.0,1.0,-1.0,50.0
452,3.0,-1.0,35.0,1.0,1.0,10.0,1.0,-1.0,60.0
453,3.0,-1.0,35.0,1.0,1.5,10.0,1.0,-1.0,40.0
454,3.0,-1.0,35.0,1.0,1.5,10.0,1.0,-1.0,50.0
455,3.0,-1.0,35.0,1.0,1.5,10.0,1.0,-1.0,60.0
456,3.0,-1.0,35.0,1.5,1.0,10.0,1.0,-1.0,40.0
457,3.0,-1.0,35.0,1.5,1.0,10.0,1.0,-1.0,50.0
458,3.0,-1.0,35.0,1.5,1.0,10.0,1.0,-1.0,60.0
459,3.0,-1.0,35.0,1.5,1.5,10.0,1.0,-1.0,40.0
460,3.0,-1.0,35.0,1.5,1.5,10.0,1.0,-1.0,50.0
461,3.0,-1.0,35.0,1.5,1.5,10.0,1.0,-1.0,60.0
462,3.0,-1.0,35.0,2.0,1.0,10.0,1.0,-1.0,40.0
463,3.0,-1.0,35.0,2.0,1.0,10.0,1.0,-1.0,50.0
464,3.0,-1.0,35.0,2.0,1.0,10.0,1.0,-1.0,60.0
465,3.0,-1.0,35.0,2.0,1.5,10.0,1.0,-1.0,40.0
466,3.0,-1.0,35.0,2.0,1.5,10.0,1.0,-1.0,50.0
467,3.0,-1.0,35.0,2.0,1.5,10.0,1.0,-1.0,60.0
468,3.0,-1.0,35.0,1.0,1.0,15.0,1.0,-1.0,40.0
469,3.0,-1.0,35.0,1.0,1.0,15.0,1.0,-1.0,50.0
470,3.0,-1.0,35.0,1.0,1.0,15.0,1.0,-1.0,60.0
471,3.0,-1.0,35.0,1.0,1.5,15.0,1.0,-1.0,40.0
472,3.0,-1.0,35.0,1.0,1.5,15.0,1.0,-1.0,50.0
473,3.0,-1.0,35.0,1.0,1.5,15.0,1.0,-1.0,60.0
474,3.0,-1.0,35.0,1.5,1.0,15.0,1.0,-1.0,40.0
475,3.0,-1.0,35.0,1.5,1.0,15.0,1.0,-1.0,50.0
476,3.0,-1.0,35.0,1.5,1.0,15.0,1.0,-1.0,60.0
477,3.0,-1.0,35.0,1.5,1.5,15.0,1.0,-1.0,40.0
478,3.0,-1.0,35.0,1.5,1.5,15.0,1.0,-1.0,50.0
479,3.0,-1.0,35.0,1.5,1.5,15.0,1.0,-1.0,60.0
480,3.0,-1.0,35.0,2.0,1.0,15.0,1.0,-1.0,40.0
481,3.0,-1.0,35.0,2.0,1.0,15.0,1.0,-1.0,50.0
482,3.0,-1.0,35.0,2.0,1.0,15.0,1.0,-1.0,60.0
483,3.0,-1.0,35.0,2.0,1.5,15.0,1.0,-1.0,40.0
484,3.0,-1.0,35.0,2.0,1.5,15.0,1.0,-1.0,50.0
485,3.0,-1.0,35.0,2.0,1.5,15.0,1.0,-1.0,60.0
486,3.0,-1.0,35.0,1.0,1.0,20.0,1.0,-1.0,40.0
487,3.0,-1.0,35.0,1.0,1.0,20.0,1.0,-1.0,50.0
488,3.0,-1.0,35.0,1.0,1.0,20.0,1.0,-1.0,60.0
489,3.0,-1.0,35.0,1.0,1.5,20.0,1.0,-1.0,40.0
490,3.0,-1.0,35.0,1.0,1.5,20.0,1.0,-1.0,50.0
491,3.0,-1.0,35.0,1.0,1.5,20.0,1.0,-1.0,60.0
492,3.0,-1.0,35.0,1.5,1.0,20.0,1.0,-1.0,40.0
493,3.0,-1.0,35.0,1.5,1.0,20.0,1.0,-1.0,50.0
494,3.0,-1.0,35.0,1.5,1.0,20.0,1.0,-1.0,60.0
495,3.0,-1.0,35.0,1.5,1.5,20.0,1.0,-1.0,40.0
496,3.0,-1.0,35.0,1.5,1.5,20.0,1.0,-1.0,50.0
497,3.0,-1.0,35.0,1.5,1.5,20.0,1.0,-1.0,60.0
498,3.0,-1.0,35.0,2.0,1.0,20.0,1.0,-1.0,40.0
499,3.0,-1.0,35.0,2.0,1.0,20.0,1.0,-1.0,50.0
500,3.0,-1.0,35.0,2.0,1.0,20.0,1.0,-1.0,60.0
501,3.0,-1.0,35.0,2.0,1.5,20.0,1.0,-1.0,40.0
502,3.0,-1.0,35.0,2.0,1.5,20.0,1.0,-1.0,50.0
503,3.0,-1.0,35.0,2.0,1.5,20.0,1.0,-1.0,60.0
504,3.0,-1.0,35.0,1.0,1.0,25.0,1.0,-1.0,40.0
505,3.0,-1.0,35.0,1.0,1.0,25.0,1.0,-1.0,50.0
506,3.0,-1.0,35.0,1.0,1.0,25.0,1.0,-1.0,60.0
507,3.0,-1.0,35.0,1.0,1.5,25.0,1.0,-1.0,40.0
508,3.0,-1.0,35.0,1.0,1.5,25.0,1.0,-1.0,50.0
509,3.0,-1.0,35.0,1.0,1.5,25.0,1.0,-1.0,60.0
510,3.0,-1.0,35.0,1.5,1.0,25.0,1.0,-1.0,40.0
511,3.0,-1.0,35.0,1.5,1.0,25.0,1.0,-1.0,50.0
512,3.0,-1.0,35.0,1.5,1.0,25.0,1.0,-1.0,60.0
513,3.0,-1.0,35.0,1.5,1.5,25.0,1.0,-1.0,40.0
514,3.0,-1.0,35.0,1.5,1.5,25.0,1.0,-1.0,50.0
515,3.0,-1.0,35.0,1.5,1.5,25.0,1.0,-1.0,60.0
516,3.0,-1.0,35.0,2.0,1.0,25.0,1.0,-1.0,40.0
517,3.0,-1.0,35.0,2.0,1.0,25.0,1.0,-1.0,50.0
518,3.0,-1.0,35.0,2.0,1.0,25.0,1.0,-1.0,60.0
519,3.0,-1.0,35.0,2.0,1.5,25.0,1.0,-1.0,40.0
520,3.0,-1.0,35.0,2.0,1.5,25.0,1.0,-1.0,50.0
521,3.0,-1.0,35.0,2.0,1.5,25.0,1.0,-1.0,60.0
522,3.0,-1.0,35.0,1.0,1.0,30.0,1.0,-1.0,40.0
523,3.0,-1.0,35.0,1.0,1.0,30.0,1.0,-1.0,50.0
524,3.0,-1.0,35.0,1.0,1.0,30.0,1.0,-1.0,60.0
525,3.0,-1.0,35.0,1.0,1.5,30.0,1.0,-1.0,40.0
526,3.0,-1.0,35.0,1.0,1.5,30.0,1.0,-1.0,50.0
527,3.0,-1.0,35.0,1.0,1.5,30.0,1.0,-1.0,60.0
528,3.0,-1.0,35.0,1.5,1.0,30.0,1.0,-1.0,40.0
529,3.0,-1.0,35.0,1.5,1.0,30.0,1.0,-1.0,50.0
530,3.0,-1.0,35.0,1.5,1.0,30.0,1.0,-1.0,60.0
531,3.0,-1.0,35.0,1.5,1.5,30.0,1.0,-1.0,40.0
532,3.0,-1.0,35.0,1.5,1.5,30.0,1.0,-1.0,50.0
533,3.0,-1.0,35.0,1.5,1.5,30.0,1.0,-1.0,60.0
534,3.0,-1.0,35.0,2.0,1.0,30.0,1.0,-1.0,40.0
535,3.0,-1.0,35.0,2.0,1.0,30.0,1.0,-1.0,50.0
536,3.0,-1.0,35.0,2.0,1.0,30.0,1.0,-1.0,60.0
537,3.0,-1.0,35.0,2.0,1.5,30.0,1.0,-1.0,40.0
538,3.0,-1.0,35.0,2.0,1.5,30.0,1.0,-1.0,50.0
539,3.0,-1.0,35.0,2.0,1.5,30.0,1.0,-1.0,60.0
